cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
213122895349970|11/29|Maestro|094|Gold|9a630566-ebab-42e1-b417-a9edea63785c|c1dba48a338b6f8aa53c49e9ae5894627614599cae8b38e3879690615e137663
343352662052795|10/16|VISA 13 digit|010|Classic|3caf8d9a-b577-461c-a81b-83a79c2d8555|435fa100d637c6ea17f8646543653c23f86117d3336acfcbf66eaa73c5d3c399
213126924398700|06/31|JCB 16 digit|772|Classic|85afd8d3-ace8-4147-9bcd-b822a3ea0741|09423121e39167f0c4372319ea6dee79d301ddbb4f29faeca885e016cc18993e
213187859109744|06/15|VISA 16 digit|610|Gold|15ecf115-e527-4880-ad5f-598797e64cd9|f679e676f23146a2887397238d5c79fbbe0601265c3e21ecde7f62832871a5ee
2583972448706920|01/18|Discover|837|Classic|1c4ce2c2-5008-43e3-aba7-c3cb464fe0ff|cac38c5393e5b6f04e20b117c1c1f447cf7fc7ba06c1d8631d2b24bffcfc65a0
4035077466567715|10/32|JCB 16 digit|700|Platinum|c374962c-bb99-4a77-8653-bd3afafa19ce|42dc48834f35f1eaedc404461533a69fb6b074e253c886f3734ba30d7c5ce60d
3513159707686869|07/19|VISA 16 digit|749|Platinum|7c6025fd-ddd0-4d65-a540-310d28f3e2c1|f7320e4b24cbe064af79ec78380b5496caad066510c6a7a8429e418f60b5bb55
30455417287158|07/14|VISA 13 digit|253|Classic|4b6f2708-3a85-4136-8d99-f7982bf18a56|e48d696fcf5badf251a29f6b7b13ba8a908567c11be2b1125c1784cf95d11924
30001069897033|08/27|JCB 15 digit|885|Classic|f37db2e8-ac85-4480-9b07-362049b52607|ac1797bd648fed4706214e2ee11cfed26ccf0829dddc66debb00e418deae0dfa
6011612904051923|11/32|VISA 13 digit|857|Platinum|b0aaf793-a1e6-4b3b-b321-c531c5f71e55|1e9bbe74ce8b2461eb2121f82d6c0c218b32ff9b58d467a4dcce350662023599
630425834052|09/27|Mastercard|669|Gold|a59fcfd3-88fd-444b-9ef2-0cf5ad1c08b1|330fc8124a53d471319b8f0a41b32b39bcfc9e8d21d19780ea463b97734b2051
4523395812883|10/18|Discover|240|Gold|0d9ec9c2-e196-425d-99d0-3d98c006591d|49620354925e76f8a858ea570b83c1dce62fd4526d2264de9d42776ef1ec557a
2258079659135684|04/22|JCB 16 digit|098|Gold|7ad25a98-e74a-46b0-b8d7-6e4dac435075|e8f652652a3c4d1725c55ccb445d968354123da7fe0d06d913d9fb066e6e4ad5
3531778273928104|10/24|VISA 16 digit|395|Gold|5a0f7860-dd1b-42b9-b3d3-dd5692501ad6|a19e14211d84f917ad62b25922c6ce62afe3c483bfcf6c5620c2d9e583dfe84b
3546955844287326|08/26|VISA 16 digit|275|Classic|a608ba30-b1f4-4a07-a4d9-001f5c13b575|f7fc5ef9664ef60d092118391edf2d06ac6c09634e73e199e2fb37eb1da887ac
4300715646700197|11/14|JCB 15 digit|247|Platinum|2c662b48-d71d-4b48-b61d-9a1fee48f3be|2f9f94712561308dd0c7cff2d8dd6f9627f9223e5d457f4832bd2561488c874a
4750706999081546|05/28|Mastercard|580|Gold|d14b3fc3-34b0-4ff6-8bad-870eec4e6dcc|e5eb58c73d9958d813f707cc58210c52921ea29cddff16a740154447d056d6f8
6011532335594327|04/18|JCB 15 digit|008|Classic|a5b999de-6764-4b7a-aab8-a927fc7f7c10|1e5f3b3b107bebe9f0db027c0d4c970d1157fea0e0f6d12e40d1417ce95da002
3557522419207711|07/31|Mastercard|335|Platinum|9fcf0abc-8db5-4a1c-aeb4-8e75a7752f7f|f658ec072ea67d099560f002a21f888180853fddaf870d3641aa3e318e4fe0f6
4602504474254|03/19|Mastercard|839|Classic|ea19045f-bc14-4a74-9de7-b1f9829db4ce|f33d054c7c84f7e34cac9e79ce0816bfee4b9506df9257103a85c026f4dcccf3
373934426320924|01/16|VISA 13 digit|399|Gold|7bf3f9ae-83a1-4b22-8e86-e65f831ced07|80551c5821f33a1f2ea8b05766cfffbccc370cca8e1cc38c9374ba7040d59c8d
3548637688911116|02/24|American Express|594|Classic|5e0612a6-0711-4dba-9fff-467bce60947e|0f7d4a171a2aa8c57bdfd464f1bbd69ef0478d444f1396f24d2f0cb35d19444b
6011143535951943|10/13|JCB 16 digit|075|Gold|1a7b6752-4db0-48d6-9e45-89fccf2a242b|d33cdcdddfd1a01878113cbc70ccc33821a34aabb06e179288dbcd334dc18871
30296272792993|12/15|VISA 16 digit|5255|Classic|550f994c-a586-4e60-854d-db856c40c494|575716ea4ddbc9f6b52477b066a44076359cd47630ffa02296d9b73d937544d0
3588034655582529|03/29|VISA 13 digit|556|Platinum|b4b43a1e-4bfa-4d10-bde4-0e701ce938b3|4d75605acbfd8d430a126218e91be9565438559c9c6c9244781e4a64c6f34cb1
4674139417069636163|08/16|JCB 15 digit|287|Classic|440e2ec2-ea62-417c-ba68-12038174fc96|1a1f60dfce8abea229ddab7418a2d9de32b4c5f5c562df2c56c753d1b24d0f0a
2574457925143368|08/26|Mastercard|632|Classic|f5ea6707-fc3f-4d08-aaaa-e745a4b3f694|e1cba48073ae1fa906444b614dc3577f061295af0879b61bcf5b069460b4fbf6
4004272311510310|12/15|VISA 13 digit|651|Platinum|2ace9556-63f0-41c7-a2c5-e7bcc40291b9|624b777e26bd63b857a111f085ed5a4735281e771850cc9c4fe5672ef01cd875
38064920544527|10/29|Maestro|550|Classic|686a685c-4ae0-49d0-8ef4-fb935beee5d2|0066897cf4277fd352aca71b786839a616f576f2252886abbdfeb3e5a2d733be
38194146361107|08/15|VISA 19 digit|095|Gold|a477576b-70dd-49a7-8083-8bca2e772cd1|138376aaff6f2d92fbf714f5bdee51ab8927b6f0bc21ac269ca9be6e25697224
4267706407416827|05/30|Discover|397|Classic|a98aaa10-d604-451e-9378-566449b25d79|f60d4d1f7032ea921155cee44effdff4fc4cd40775921381d3669411e0e5a213
38187030648571|03/26|Maestro|356|Classic|d3cc91be-7a14-4fe8-bfa8-92ffdf583edc|8154d6307f3c1e07e9a18321b6ff8d6b0ad0d272796ec2bd42784ae873cc88c3
3549198468699685|07/16|Discover|614|Classic|23b6d056-53ac-4a88-9b94-dc24baad196d|e4783f6491daf9eae29355d9a7eb3ec6eb8535d326344c24294b13fd68b7a950
4101196360593244|05/15|JCB 16 digit|271|Classic|3a2c05c2-03b7-42e1-aa01-0e8bbc63017a|05d48ca605458fa012b905e3ac56cdcd622e95a2368b33682d2fc572e9b20734
4460507269765409|09/31|JCB 16 digit|373|Classic|081f0278-4e19-4f69-95a5-1b76b1a56c5a|0b8cf5fd2327afdfbb3de26090b8b00dc5d4c5791cfea6cc0701ca9d17d13be1
4927549337210|04/19|Maestro|206|Gold|eb7b0ed3-1d48-4084-ae4f-d77102eca8d8|b2800011a6ade50211ca5a2a4a6a44156066afee84bc7a479e786facbf3d593c
5229948577011467|08/15|Maestro|021|Gold|d14e94b8-a33a-446d-a70d-79a6c6d83616|7e48a64854a1e63ae2f3a760ebd530e16a82149c48fd2a5c57e3a88fa0b0c609
6011481570193694|03/16|VISA 16 digit|665|Classic|5722a3c5-5b1a-4943-ae53-3960282b4e9b|152898102136e581b76336872886e3271b0fc28a9f1946e8573b8a492a408e97
2270318170499151|11/18|VISA 19 digit|718|Platinum|81c5f526-24be-4c6d-86b9-76c29bc922cf|9c4454072e75fa58ae0cab0719baff74120e2f131fe285c43d41ff80b43bcdc1
579398409592|10/15|VISA 16 digit|019|Classic|08f57b6c-76fb-482d-9d68-c6a8194b6f6a|ee643447cc7be3a0eaef509513ee9076323ce019c8444ae3286d6416521a2f82
3593040477274131|03/29|JCB 16 digit|655|Classic|89928539-87e1-413c-920f-343065acb0db|5a38858fcc59289ae023b2fe16839c8c3a7aa41fd4e37ffdebefc69de70b76e4
38406910523948|09/26|VISA 16 digit|044|Gold|688542b7-2487-4cbd-8b9a-9e05ec6de8c2|4084e4cd622423efab03e4d0ab9f3d15b7c273ac4678453735418c6a80286ae1
38459927491559|02/25|Maestro|102|Platinum|efc1bfb9-c085-4081-883e-a3c5fca7e257|f347a47a124c9c6e72cc553256af2e56e5bd602d79fb84a1c1c219a29887fbc6
4251773203985066463|09/21|JCB 16 digit|534|Classic|5de4004f-9aec-4dcf-a872-dee6e7b23164|87ce3100d5e4f2ad8871bdee7fdbf9a4605d7f53b7778c6ea46c84c1f3528bb5
213100533226891|08/25|JCB 16 digit|941|Gold|d86c531e-0778-48ed-8eb1-00e6a150d3d6|8d312fe54747ae0fe4632ef5f4f72d754e79afec55725f57934fa71d9a57d77c
3517817638453545|11/19|Mastercard|571|Classic|aaead1c7-cee6-4aac-95ef-dbcb0b0bb285|872b5ad79cc3a96e3519475ddcf3842dc024c6f4059593feb79dda8648504ff6
4294850099511|08/16|VISA 19 digit|294|Platinum|8ce324ec-9917-48e2-8517-244cf02b626d|55b4e09c07b60187153054459ed81f86657a85b8d67e84de51a77b9de27a0ad3
30055442120539|09/15|Discover|976|Classic|cfa9d08b-5cb6-442d-a3ce-bd29a3b811e3|e1e230e5080b136e2f35f06089590ff6e76ba909d1a3b45fafd9171e115755cb
4621720392405|10/24|Maestro|581|Gold|12bdab62-9b6c-4868-ac6b-ddc1e0a32d9a|6ddc6afbfcc74d2c7f984992799ab3a788f8a0986cfa7ef7cc6c7c7bf54565a2
3586709382908764|01/32|American Express|975|Gold|e503aa65-3551-4db7-b11b-14a5d34a1e7d|d073ef66e0a9bddf33f1f2824ee81648171c0322e065189fa2b4b79414c01606
30413290170264|07/30|VISA 19 digit|174|Gold|c121cc87-16d5-490c-b41f-a460a4907fd8|06fe845eed2c0de4034ede0a7ac3ebbce20bbef67a2d6ea39061256d85b5983d
3533299617894421|12/27|JCB 15 digit|188|Platinum|33b0e9e1-7efb-4322-858d-b071844f7765|2cac4b1ac228f0fefa1e069a6d3e0bfb1c4eee7162833cd1e94e394ceb301270
2638483072916822|02/14|VISA 19 digit|582|Classic|30b4ea69-7a73-485d-a6f3-5578eeeb0199|fc9e4e6d90f32945b5bf8ca83e959d50ddaff2d757964b4c199c7cc960294e62
4480784772923|11/21|VISA 16 digit|366|Gold|aee72a05-9c16-4fa1-8ca0-4228b34d9df0|71c655eb70cbb0d4d80867ddf16d5bb68921c04e71890414f57f56cd80a73a14
639081414968|04/15|Maestro|247|Classic|55a8da65-ef98-4901-8e08-cd2bda36e8b2|8f4d1433e96776452f5516b3a366dba9217bc3c12b18cc4a0ad4f242e1bc91a0
676250717656|05/17|Mastercard|169|Platinum|81b38e3a-9cd8-46ca-9553-720a1b0e2165|ed0f351913b6b736acc68bfc6146d32f65933edf5407f2af614581c2b0f804bb
4350283225333558|05/21|Diners Club / Carte Blanche|547|Platinum|61fc3334-02f8-4b54-9148-b6ce696e845d|d9013d6bea7aa8774af6bb9d955447a0ac766fa8dd99cf0bf0bc273a9081e19f
4338923150247|07/31|VISA 16 digit|8934|Classic|8e3d685a-6902-4196-95a7-c73c5ea7a1d5|fdc3df1ee0df2f8f22f0a167442b503779b5f37e855af6d2a331f32b6c559b18
630435005099|09/21|VISA 16 digit|791|Classic|ccb1ab13-8b8f-4e65-87a7-0e0ab8048c51|5c4995e37b8b052a8cb1194ddf03515b764f680f046cbaa23816d16cddef0af9
5368886684845685|07/17|Maestro|023|Classic|48cc29dd-63a1-46f5-a659-4810d5af3baf|09a7054c24c5e8654edbe033e49411ea70518f9e4e34e78e7ce940fc856aef13
3566330463472291|07/14|VISA 13 digit|922|Gold|e99e9a18-8087-4ec7-8738-6fe7c662ab3c|e75e5a06f21e397f99526fea2801c24f3fb39ace9f42f388e751de386abc67f4
3553446172445165|02/20|American Express|016|Classic|a0b57f28-c839-47c5-a19b-77be1f69612d|42491b15706371762f08bace27b075248673684da12fedcde7ecabd531a9099c
2238064689116651|12/14|VISA 16 digit|633|Classic|c325fcc7-2be8-4f4c-ace7-042a5fe098cb|209950bc7bce578339a696c0a3430287fbd2574d7b1ad6af5cc34dfc9ddacb85
6522115847512433|03/19|Mastercard|173|Gold|5c092fb3-1ceb-4fc4-9911-6214a5ebef1c|d94464d47f115cd9a3d579dff00fe327aa0b62c3d14321c2db2b20a21bcbf168
213104639974636|06/26|Maestro|081|Platinum|a4fccdb6-88b0-4733-b2a6-e6b0ed0ade83|2b57b6e35ff7c52f4464ce30ca52c41b1a09761913f1632be478f5494a847997
342916814626515|06/26|Discover|838|Classic|a62f8bbb-a0b7-4415-8bf5-af55aa72828f|35fb0ee7d1b52af6554c7e55810f8d970aa9991797edcb146633146184b00040
372985837058850|08/27|VISA 16 digit|226|Classic|2c6bf639-a884-4a5f-b892-3b31072ff827|d3d26f441d21baa31c424e2295e16baea0e45889f8b6aa6e88f935ede0f1dac2
4549130596197851522|02/26|VISA 19 digit|756|Classic|181889a7-47bb-4dc8-9b48-6c5aef0c5ea9|7dbc6db2e5719f85097ffdb63f1962ce44a6ac13b559f8ba96b14165865e388b
060497404214|11/23|VISA 13 digit|996|Platinum|f72114b7-0769-455c-b9dc-9e0a9f3ebc10|e0a20a2c27ea1b4531bc49ebd66044a497fde0c71ea0c1fb0cd5b1a73bb595bd
4623882594749236|10/26|JCB 16 digit|735|Gold|5bf91da5-0232-4bd4-81aa-c2cb04b52e19|d4f11476ad511e8427e079fa1f1dc909d7fe1ab70d3060628a1acc847bd94d8f
3517173269120437|12/30|American Express|860|Gold|619a6d9c-0bfd-4e4f-bda2-856d0e8a0382|2891998e9011a66b93b3eba7c1298653acf3bbf4af6004ad22c399b4ec1339c5
5122507134608385|10/27|Discover|915|Classic|954e48b1-32a4-4963-9940-921591ed9084|d998fe631a052af1f9296e7748c2facccfc3cb73dba276a7dd2d8aa2e4a90fff
4646531986338016|07/27|JCB 16 digit|292|Gold|70c7c883-de1e-4a16-979f-c42156455798|70a0c739b5d24bfca4c0420120f46c30c301dee48e4681b87a6fa2e53e2b4e9c
3532454214529810|01/29|JCB 16 digit|556|Classic|2b9b0913-1635-4217-9c64-afbe432c53e6|0eeef57fde966383e9d2d88d06c3c651faddcfbc62e67b45da71cc86354ee022
4623405808586119|04/21|American Express|559|Platinum|802f2e8d-4b9b-4956-b5fb-4c8b6bc5eaf4|5a50a1665468508ff720f766840ce35d133f0905ff7b68253f7f73dd1ebf02f1
4922197547183864408|07/20|American Express|023|Gold|cb6eb2f9-2227-4b29-b182-6e18a96320d7|20559d9af58cf9209106f034170a424f9a6c7baa7237a4a3ba190728cbdcbc67
180059814883763|06/16|JCB 15 digit|423|Classic|f4707b74-c3d1-450e-91dd-6713928f50c2|85fb4c38aa18a8d54905166a6c21b9d01f7ee7d1fafded14c09d0f736e4260da
3530891908172310|12/22|Discover|147|Classic|57e3f28a-42ac-4bb7-8ffe-06886d28b50e|a24cc2764ff9789c2050c6e7219faf9213d332626326d2d764aeaf9836a10d49
4426540932486908068|05/17|American Express|454|Gold|8a591fc7-88dc-49cb-a0a3-74b3da03eb13|3108e2cd05a094475d6450916d2c7e68c50b80eea03dd58931d119fdabd3ba04
3585389647690498|02/13|VISA 16 digit|555|Platinum|2d224622-27d6-40d1-9126-290d31b4b772|def0c4c9be069245395c8709290889eb1baeb6899c6d467d5addc82247d91388
3579300186911599|02/30|American Express|092|Gold|a9357751-fa6a-443b-83cb-ac66100db91b|f80982b7a1201b98909640e1a9b909cfb3cfc02e487baa5e4fe5635e40336f99
4171662741212973|08/22|Mastercard|173|Platinum|c728aa47-b8b1-4096-ad3d-8683aeaa2fac|503cbd63c3808fa2757d0700994d09181826b18af72ecce8000208be767e89ae
30069152546833|08/16|JCB 16 digit|490|Platinum|60f3f8bf-01af-4362-8e1d-1a0906085ebe|7b171768bf47fb368a8fa12490b085250ad555fc0f9310229f07da7a50aaf129
375962566854459|01/26|Mastercard|796|Gold|5bb7ac50-0613-47c5-b746-4e368dbdc744|2ed88b8aecb5788e8ed4841049c74f6a84f0cc96ed3ddf590cfafba5d19f7234
3566027606614942|02/31|VISA 19 digit|021|Platinum|45f1bf33-7568-4335-8ca4-b9668cb810c4|47b90b5fc11e36794313621b88c837982714dbe4a03d47a0737e2711af0f2d18
3536097379767240|08/16|Diners Club / Carte Blanche|004|Classic|d34fd9d2-9027-4a92-a8e7-392fd068fcdf|144967b61146844b0d67908e7a67dc56b05fdd4315a4e7fb0283c05507879381
213163571450401|08/25|Mastercard|871|Classic|9a201720-80c3-4335-8ba8-1daafe097136|06486c06b26bc62b265c80a23f194442cca8c704c5e7ea63ca3aeaee2ecbc13a
2258883301148148|04/21|Diners Club / Carte Blanche|9234|Gold|0b059400-183a-4a9e-b05a-2b35dc8f44fb|2ed53f48dd9b6695c2f1eb90eb91eeae67856eda25d82e72802671cbe034632d
2667370788785522|03/32|VISA 16 digit|041|Classic|c368bbed-f712-4228-a8ad-0ade7ecf717c|07f9db73a72986c1a343aaadd3a8e581b508a112c4eb6e7248a12d0e5044f039
4076976464557729|06/17|Mastercard|353|Classic|77ab0e6e-069e-471b-98e1-ab8e9c3a2a16|313700732fc120287f4806e16084198e9beb9ff584010154e11ae83ea28a8b59
180089382080864|06/32|Diners Club / Carte Blanche|569|Platinum|9f781d04-ce2b-4f39-be6e-b005b398bb3d|41337b159fad3c549a687f5023e69c1940db616028da42ed204f3b3c4fa42626
4950493091706217|01/32|JCB 15 digit|252|Gold|98218cad-7775-4a5b-891f-b05df677c92a|010d9e2daf96e312931fca442cde8d916aca327c198718adad2ffd1042c0fb5d
4848963443187|12/19|VISA 13 digit|645|Platinum|6cf2ac6a-0141-4c2a-8ae6-cf1e5768d3c6|02a26282ba68a7116642641e8fc0a5109c74a5f5a7aa65f0dcc2bac1edd44f3e
4615766917582841045|11/20|Discover|782|Classic|ba806887-7859-4fde-a25f-53204a1fa093|98f4444814fe8122c1488428dde247c2b2ec226360f1c4f89a4a6a045652cbaa
4292505096568719|04/29|JCB 15 digit|434|Platinum|5b9f2907-49e8-4559-819c-1bf45b9286fd|dc6a63a8a3219cae6f07e7ecbb91b8fe0e03f0231d881628df7ac46230d618e8
3585040606465790|05/32|American Express|350|Classic|44c9c4c7-b09d-48d1-aba1-b6b963adabf6|6917766bd4933b045b0c2f504a1acc113e447249b904e40582fec8dc7147eeb8
6516380335295572|08/16|American Express|587|Classic|80d8a51d-41b4-4695-bfd0-e7b94ae3c97a|465631a1edbdcf5391996ddfb1ae6d54acb2254bdfa96d1f943837b9959c9630
343245675209024|09/14|JCB 16 digit|814|Platinum|0d45e63b-890e-47dc-b25a-858262c66f40|56fba8e0b883d713fe2bc3d8b6e47fcb259b36f847b6c9a83a03ad511ce39a2d
3575306131588030|05/24|JCB 16 digit|546|Gold|12407578-e463-4a5f-afa3-25f439eb7826|09b61d645a76ee35878361e9a09d23bc94bd35c829c5cbfce31afeac21054918
639068982615|11/32|JCB 16 digit|861|Gold|52ca20b5-4682-42e5-94c6-3c51fad56335|5a111843a24bf68136ac1f280178f9f5204dc122cb830b3c5b7616c6f7102772
3530787581029761|06/16|VISA 19 digit|055|Gold|54f59c76-5186-466c-96a6-c0c5ee40ef05|5dcb106ef69a0875d3456d6c3f1670de10a1dfd40a4aa585fd53b3ba339bf268
4781936559539160|05/27|VISA 16 digit|283|Platinum|e7fce7bf-9783-4688-b462-10adbcb48f5f|da3739821a2dbec0b9468f861d46eb27063d4082d76b281dfde60d0df2bee864
501844515905|11/18|JCB 16 digit|303|Platinum|d6be5a16-b16c-4f63-aba7-0e98fa058acc|3bc9bc0ed54bb738987f389870e95410d95fe696f698475cd6fc474e3b751e91
378243666020045|01/22|JCB 16 digit|273|Platinum|4d9513d3-09bd-4e83-8842-c9f2033d456b|3820bcedce8f6f7ed97265fde107133589de3359621e7e8100174bd4e878e0c6
30327060270072|11/14|JCB 15 digit|883|Gold|f67c5a11-b38d-4851-b2e2-86ec7e775ca8|8e5eaac185787f39add86c33ed7bd4c99f0ba179e83e4e68e47362d548e927db
6011975201407761|06/27|Maestro|592|Classic|6b9e3d48-46a3-4410-afad-f62dc187471e|0ccba939db3b6c6791f4128774b7d25263cc3890bc57abd9dc21b0cc1eddc4e7
6011749633994195|09/30|JCB 16 digit|766|Platinum|b3aea450-00d0-4387-9f0f-4449ce25e2ba|aed334b1432b3b6c5355a8b338d57091173743ac8798de4d3bdf7c5924969414
3585473984429452|12/20|Diners Club / Carte Blanche|238|Classic|18186f89-ebe4-4f58-b7c1-d8f3be679853|50c85819b13bcd35a6cc6695736e253f72ceecff139b088dcad8ee4a4a6d1604
4518318280895|09/26|VISA 19 digit|793|Classic|8466505c-ffa5-440a-b9a5-227ba6c22a07|d2998e26b4c5bc1951dfc88bc5b45a926a370262cd1fcfe6196ba823a530cb22
30305624536873|09/20|JCB 16 digit|764|Gold|9d7af905-b644-4cb6-b0c6-a0b62ac60b48|3a800be2166e5aedeffef310b5672f5f030ea34cde9e88bd936258c523affe23
38162509193037|03/31|JCB 16 digit|103|Junior|99ac1b4b-4646-4d51-a10f-54b99c5cb42c|f141653dfff71c5696721df52cddf0f25529c6bac77893994bf7e75e4354ae24
4609232801658|11/31|Diners Club / Carte Blanche|809|Gold|166f94a1-e9f2-458e-b5ad-6a13af1ab03c|7c709cc081e6542b46bddebe981523037789927d983d070bd5f53fa1f79a883b
2298988055032521|06/31|Maestro|139|Platinum|37c70182-759b-4317-a00b-e3a043baf996|44b4a742ca166f5f5696cbe29b3290196fe1bae552165f6f5a859c0469ab9e85
3528064368242494|01/22|JCB 16 digit|265|Classic|3b91bb86-ec7c-4941-bea4-b9af9174df9a|8d4b04dac37c24b4e7afdc9a9dba44402f972fdd931315e845b65ec3733d9d62
180042261960037|10/31|American Express|977|Platinum|3efe95a8-44e6-4879-aaf3-a6bfc83eb4ac|962c7319e6d0923cd41d7181fdb4a5ee44252ab13b54b5046413dcca2d383094
502095064635|02/17|American Express|920|Classic|8646db71-4259-4dab-9c9b-c0d381d049fc|920db6e148128e0cfae35efec7b0263993307ecdd2e791c6b18933bab948ca70
5491118547811856|02/31|VISA 16 digit|262|Gold|b260dcca-9dc2-4afa-8b10-5ff14b0de56e|53c99f8689c18c0dd73b316fc7c9ab9926bbfaedadac3e53b77e523fec0110b2
3508223138495493|11/21|VISA 13 digit|792|Classic|1884ad7e-77a9-44de-9f08-67095a1a8fba|b522ef59de5887dedaf879eb46c135def80cd43be95fb16104c13725867734a4
2338188378748786|01/28|VISA 19 digit|541|Classic|5bd29d2f-6960-4c7b-a1cd-3f1cd8a4270b|d513a37c9d4a40ca032da9fb04bfb1340315176158701614978f108d3a9e5a2c
3559913317035841|08/17|Diners Club / Carte Blanche|583|Platinum|5ba62c0f-f1ba-47f9-aee8-c9d1680efffb|f15ab31a92df12ecd4218698dd533f7d79c8714ea3c118b90620c6e2d1b59b19
6571370509822279|12/13|Maestro|526|Gold|a6470805-f63f-41fe-816c-ae73ce130412|7ae743b626424c174d6c61de5e002d98ab34d72cc65f4ed622ac817998941694
3549511399476934|09/13|Maestro|545|Classic|b5a4c638-614f-4e00-b0fa-449718d11fb5|e8ae0e3cf13df05269a4d539e2f834526dd300c49edfe0db64b4f22e4cfb2cdf
4713872547801|01/17|American Express|755|Platinum|c29e0f78-75a1-4feb-85f6-dc76f2a890ae|fdb76d05efc202bf588656a09474cc9ab806387120f61c50c568ad80ea485867
3506400148708030|05/15|American Express|223|Classic|a92a6390-7342-4579-b761-4a04a1a75ddf|390aaa5afd5b1d04b67f24f54533d810efa38501f53cefad0185f02d376e71c6
4803949292820324085|03/14|VISA 16 digit|612|Classic|4c1a8748-bba4-40b8-9cce-aaf0476fd812|56f860d67827fead968f5a388db650050992c592d35202c7afe510cb39ef5289
4418781455288632129|02/20|Discover|426|Gold|a54f738b-01c0-4811-886e-3a696414b0d6|c8c97f0e57670710d650100775f947cff01e312fe48fe4161950f3fa96765d90
4259825566628251|01/24|VISA 16 digit|252|Classic|b5865fc3-8478-4431-babe-2586fd733188|2190d4f310b657d4fbe7b6d6f95f13e592389af207c2da6c1503a7ffc9462c4b
5421337840442103|03/14|Discover|847|Classic|4fe6aa82-86ab-4323-88c3-841424cb8fc7|f10c20801e274493202670cad6bf77ca9d670a613d13c7d71e971468dd899e53
38455862583103|02/21|Maestro|503|Classic|2504b5ec-07fe-4fc1-a323-7ff50613584e|608fdd3fc4a4b995093b4abcd3ed89d7c42735ab4bcffe7bc879f012aa74a14d
3523532061323816|07/21|JCB 16 digit|7859|Platinum|9e1dd107-2c01-4d2b-a8df-9c3e5deec7dc|c9a907cd2de66f2c9e4cd633930e5cfc4ab270a905a71fe56aeb055e4708188c
345064893472647|07/15|JCB 16 digit|505|Classic|89e2e6bc-2f9c-45ab-86c9-057d443041a3|c8537a84d1e258c610f241195914deead7c67f252cba0e170642d169f37a2584
3506636644061396|06/18|American Express|230|Gold|f2380098-95f2-46bb-994f-7d8b175bc701|dd63941f5e8e5fee05bdff21f5b96ae59b62359b36f063f677e9a444bbe2fd6b
3573802162247027|11/18|VISA 19 digit|165|Classic|0187a1f5-a7a0-4328-90e5-ada38847a885|0d5ae48c0c2ac7e8d0d4c492745ac4fd21bcca024af8c3547b5ebf28fe891b65
180006900227363|09/21|Diners Club / Carte Blanche|782|Classic|7fd5a62c-4101-440e-8d7d-2e38b9a2e4dc|2e26b54c052f0cb0c4c879c5b384658831c45bbfadae5e827cafe94b5e330dc2
30196658639638|11/30|Diners Club / Carte Blanche|131|Platinum|e788171f-33ad-4319-97e8-2077d8f60dfd|0281d028f0b9ac9726e226741631310465ac2d4633d4df92bae2687b5b2ed45b
374627034364438|11/23|VISA 13 digit|589|Platinum|9611ab7a-bc19-4a72-82e2-0f8fd3225858|1c467bfdcbeaa055691d5cf1c9aaca8ec154f6577eb5997e3a7742db4f7a33b1
30023687404190|03/30|JCB 15 digit|142|Classic|827b13de-a52a-4bea-b67e-b39494839b08|95c821228664ed95a960070a63cb6dd69974f5fd34435c2e0da82d399a69deaf
4127571458386|12/26|Discover|647|Classic|f0102836-b274-4d1d-a2c2-b1b05a1670d7|4d0c88b219391876188538387a17ee31ab44eb0482a8d1a2b2b4c842ec9d9218
30498123324113|06/18|JCB 16 digit|715|Platinum|32015046-2654-40a7-9183-74479be744e4|7f6c2f57ba6ba135b448450b93a4fed2a73d8d15ef4bc2695581ee6180063130
3559200261583004|05/22|VISA 16 digit|162|Platinum|52608221-e978-4ded-9912-0c12b8d4a110|9d795ecdfe9bde0005df24c8b679c0fb6a8e8be6b105466c3f403138d1243bff
502007362812|10/20|JCB 16 digit|963|Gold|33bc5e12-507b-41a0-9556-20c9155b621c|669ae941380997df819f60b24f58607472d00fea028a3cf84dca1e0bc785b4ec
4444429489008083|12/29|VISA 13 digit|026|Classic|4ae2fcbf-cc5f-4256-8c0c-c30c038e8ecd|e8646410715a7dd24d753ad61ce0d6fbafcccb79882345cd4951d5f13621e86d
374355335641110|07/21|VISA 19 digit|515|Platinum|bbe5eceb-6e37-439e-a117-e542142a4922|7427e54f31771fb8cc1135070254eb67a56a7bab2c9174aabcb0b5fefde0f367
4894901314944307|04/31|JCB 16 digit|3437|Platinum|a71d75b8-3464-48f2-8291-996207839d1f|0e427918a3b103136e023752ad56bb132ab90ca3989c45aa7f7f9045fa1ba44e
6558849227639658|03/20|VISA 16 digit|258|Platinum|04ed1769-b719-4f74-9fe3-d7729baed059|4a410fe550df3012a0b7a51ed396c2187fe0b0643b1133a7f50569a460162155
30529701693196|08/21|JCB 16 digit|808|Gold|0b595804-fa4c-4314-b326-b4e793aadd7c|1ac9840c33f4d0cdb96d37aa1d54fd0a1f1ac4322e265696e5551760c2890c73
180030649477287|04/20|VISA 16 digit|041|Gold|241be776-ff32-49b3-aed0-82427c5c9f55|8081ef3ef275aa6ab715ee6af99183cd3f215d4d5550748be34d0753cd7f04b7
